Step,Loss
1,0.02654506266117096
2,0.03133033215999603
3,0.03570425882935524
4,0.0394572876393795
5,0.048179347068071365
6,0.05250479280948639
7,0.05479072779417038
8,0.05862633138895035
9,0.0625578910112381
10,0.06528853625059128
11,0.05446936935186386
12,0.05645769461989403
13,0.05880298465490341
14,0.04531370848417282
15,0.05442897230386734
16,0.05141749233007431
17,0.029205739498138428
18,0.03971405327320099
19,0.02147490158677101
20,0.04673491418361664
21,0.028973544016480446
22,0.03340259939432144
23,0.05322246253490448
24,0.056221019476652145
25,0.05111696571111679
26,0.044463835656642914
27,0.043829359114170074
28,0.050475068390369415
29,0.03140033036470413
30,0.051979921758174896
31,0.0330871045589447
32,0.026833057403564453
33,0.03714318573474884
34,0.05236782133579254
35,0.026008715853095055
36,0.012125462293624878
37,0.02454511448740959
38,-0.02429378591477871
39,0.003044013399630785
40,-0.024157065898180008
41,-0.023033330217003822
42,0.0033555999398231506
43,-0.011626912280917168
44,-0.03995736688375473
45,-0.04775174707174301
46,-0.020788908004760742
47,-0.026539672166109085
48,-0.03007195144891739
49,-0.05332145839929581
50,-0.07211216539144516
51,-0.05331321433186531
52,-0.049349069595336914
53,-0.0662488043308258
54,-0.06856812536716461
55,-0.0490553043782711
56,-0.06587012112140656
57,-0.08404700458049774
58,-0.09573273360729218
59,-0.10548443347215652
60,-0.10161943733692169
61,-0.11148286610841751
62,-0.09889601171016693
63,-0.12089814990758896
64,-0.1224464401602745
65,-0.14588576555252075
66,-0.14640429615974426
67,-0.13232699036598206
68,-0.13152530789375305
69,-0.12555597722530365
70,-0.13854648172855377
71,-0.1582898497581482
72,-0.12497291713953018
73,-0.12980136275291443
74,-0.12618613243103027
75,-0.11133378744125366
76,-0.11457079648971558
77,-0.11305347084999084
78,-0.09182770550251007
79,-0.0915069580078125
80,-0.1086847335100174
81,-0.11026507616043091
82,-0.10893341898918152
83,-0.12260571867227554
84,-0.11179862171411514
85,-0.11978357285261154
86,-0.1074235662817955
87,-0.1361599564552307
88,-0.14532199501991272
89,-0.17209500074386597
90,-0.13949871063232422
91,-0.1543637216091156
92,-0.13578931987285614
93,-0.16759324073791504
94,-0.09982320666313171
95,-0.08309432119131088
96,-0.12109991163015366
97,-0.13428783416748047
98,-0.1270686239004135
99,-0.14242354035377502
100,-0.12233477830886841
101,-0.11755875498056412
102,-0.15326546132564545
103,-0.11817586421966553
104,-0.07053761929273605
105,-0.059529781341552734
106,-0.054341353476047516
107,-0.07294802367687225
108,-0.1008543074131012
109,-0.1086534857749939
110,-0.10229606926441193
111,-0.11582227796316147
112,-0.08962930738925934
113,-0.0902765765786171
114,-0.0732027068734169
115,-0.08462893962860107
116,-0.07794784009456635
117,-0.06132272630929947
118,-0.06530335545539856
119,-0.06726402044296265
120,-0.10296545177698135
121,-0.10561935603618622
122,-0.05695938318967819
123,-0.08520029485225677
124,-0.05703848600387573
125,-0.060827068984508514
126,-0.07028990983963013
127,-0.08627635985612869
128,-0.04346705228090286
129,-0.022153662517666817
130,-0.042569417506456375
131,-0.04989390820264816
132,-0.055901769548654556
133,-0.056789569556713104
134,-0.06968642771244049
135,-0.0798010379076004
136,-0.02514437958598137
137,-0.0010042437352240086
138,-0.029041603207588196
139,-0.03976643830537796
140,-0.06135539337992668
141,-0.06694323569536209
142,-0.05461888387799263
143,-0.03762797638773918
144,-0.019389554858207703
145,-0.03296777978539467
146,-0.05824374407529831
147,-0.053268544375896454
148,0.002299997955560684
149,-0.024576682597398758
150,-0.03827943652868271
151,-0.01877721957862377
152,-0.025949852541089058
153,-0.04800153896212578
154,0.0003246115520596504
155,-0.040313202887773514
156,-0.010240969248116016
157,-0.014874700456857681
158,-0.017367085441946983
159,0.002869974821805954
160,0.028537984937429428
161,0.0021563470363616943
162,-0.02262159250676632
163,-0.02037523314356804
164,0.023363210260868073
165,-0.013273743912577629
166,-0.023382509127259254
167,-0.034234415739774704
168,-0.014240071177482605
169,-0.016913963481783867
170,-0.02139037474989891
171,-0.0035082173999398947
172,-0.040084514766931534
173,-0.016384363174438477
174,-0.01305890642106533
175,-0.025582779198884964
176,-0.0025398079305887222
177,-0.03532811626791954
178,-0.00045803096145391464
