SB3_DDPG
-125.25270430293432
-128.83408475738764
-102.07331309871066
-104.25421952254325
-116.9259108655105
-123.51579103963387
-123.48019986849278
-123.53385615352977
-123.27411454049064
-118.13737327116169
-115.98524788379856
-119.176363701125
-112.58954644066903
-125.52618762712356
-112.21626667699032
-110.10371162927524
-107.69986986211687
-132.79696817019396
-126.97903694998223
-92.22561672785261
-128.748234420456
-129.42851182031632
-113.31131378592241
-148.74595143516734
-81.22051248458665
-113.20337919216293
-117.72686059658726
-115.98736918564389
-120.58147517710862
-160.61108983311803
-129.56046264249213
-106.29961834034458
-118.99092796087513
-85.15617587862975
-114.1794202606051
-112.85903807219552
-112.36152322058814
-110.4054842147169
-115.5800727358417
-110.38980048595121
-111.74924856629728
-103.61798399357994
-113.4943661777849
-128.89316686068975
-101.03231625624994
-115.5646343897637
-102.09669173360182
-104.33861870279412
-104.35683105176874
-99.23675634936244
-103.36740278405883
-101.72039744870798
-111.53200517681552
-104.01129620965074
-103.1718931708429
-106.35570918550901
-105.99073221116079
-127.05595058559625
-106.90604174577942
-101.39297045554842
-102.46819167756351
-102.75277156548326
-102.77167035857029
-101.70216265934023
-102.4213007312982
-105.98119799529886
-102.84903117415371
-101.36294677336639
-109.10526196026368
-101.75761024813478
-106.03175461904084
-113.47251253699078
-103.63040074396444
-102.82630233834001
-102.69835950445446
-102.0665576362554
-105.4748848732151
-103.99082708275691
-105.61266557538448
-103.1269708724711
-102.72289055929022
-103.54405140599795
-103.53016072321745
-104.86390577458528
-101.6017132773629
-102.54747071511981
-104.1475817769474
-102.91035237149894
-102.26430124394348
-109.1542941044805
-110.81162453433623
-114.90089775571477
-112.25479501969181
-103.25114907894718
-109.47225875698713
-109.72917050255525
-111.64932739692927
-106.14210764381228
-113.75222901529943
-108.10320217851488
-105.61743044555995
-119.36768190101907
-112.5420363600285
-112.95252800030758
-113.5191001536902
-112.35392728580224
-104.80228375112762
-103.72638321720126
-112.36953141246737
-107.92886566532528
-110.6359091582081
-116.37083984401326
-109.45880422157421
-107.19692631960288
-109.52795781352557
-115.24894560799686
-107.4103450693308
-110.62043477532391
-110.23681151475758
-111.38224358419266
-111.92349642487429
-107.95970003969657
-110.45431051788107
-112.42211640734784
-100.38332666599503
-113.35213926111348
-110.79438530020478
-109.55383349226787
-113.21886262703873
-111.2195056977508
-114.1402741932447
-108.48364217330204
-111.16599583812865
-109.42446910061315
-110.27419596484366
-115.82801529056267
-108.57566998012302
-111.05970706943111
-117.10349346324057
-104.28382848305255
-113.01973460613253
-107.89482514994715
-108.13990438789999
-159.94859136476123
-116.25909610856013
-111.18709350372478
-114.01651378009345
-168.093574077903
-166.65822166580773
-107.1349309906351
-101.0998005166358
-113.90080344888196
-137.3049491626285
-103.52554101743735
-151.5401171885934
-117.63385492293102
-139.23862606183502
-163.53876113811197
-129.08464528788193
-142.3661625757913
-111.37041875598766
-125.9250691928963
-110.687713381242
-108.2203301867557
-106.95755656874925
-108.67455184999108
-106.4461576992801
-145.12129220098012
-103.80329250296019
-107.69606708293159
-106.46525828285328
-106.34597229716431
-107.80182887030766
-140.71523213164073
-110.18664483973197
-120.96056044476356
-145.8866188444588
-135.9360502710516
-114.70480256099316
-127.10835935499955
-115.28140297944223
-122.340852787915
-108.19865286250163
-120.9232685043677
-106.66798417979604
-111.88419916672446
-112.93761456905803
-107.99810378394898
-105.46422050505504
-103.77480650031877
-109.02638401762955
-108.66997948174179
-117.07312639871674
-117.80578659087605
-109.54277036954586
-110.10736175839541
-122.77533258745571
-99.15655132892044
-103.14233272423098
-177.09649200581006
-106.79078303867827
-110.67060177046805
-111.13204045579148
-106.31864210509012
-104.95396498726619
-121.0650833689347
-107.0936470913291
-107.69980825272823
-101.53569899413363
-104.57046514055692
-123.58337723044059
-118.8779474989536
-105.32453565814656
-103.12984859509642
-117.03602447192992
-119.58433096635714
-108.20522608342456
-125.59555516727207
-121.08621670348073
-108.47880621397123
-134.83905828527423
-105.58469432490196
-125.8719355495094
-107.5761822017779
-120.67277729165306
-104.56406885987148
-132.543387730817
-104.32689196342974
-112.95592628431692
-129.93279892231712
-107.77267547650077
-105.86181876994793
-100.14418570310809
-121.13171081135546
-106.0957408652169
-132.87823855093492
-103.23929624340434
-109.68241129412876
-122.95413590032732
-101.74635249433045
-130.30903662193754
-104.77529187576349
-101.12554808137752
-105.65236367705712
-124.4840976757308
-116.03303985346172
-104.66356089070004
-129.8780217421893
-103.80111799751906
-118.58756491675165
-102.86547426909891
-121.33356923197024
-102.29837650251203
-101.75685320194873
-112.13072834985083
-101.96052208271374
-119.24741453746148
-103.5542388772921
-103.62129558910243
-138.6489564746403
-108.37080465772873
-120.56738602391009
-137.12012316153198
-118.79671605469721
-109.69293319981297
-106.3564833495946
-134.02819916516293
-115.42289083617678
-123.10488183860853
-123.21870039328127
-142.28023019176413
-131.519057730011
-124.94319075579693
-102.75222308283175
-103.21463025918541
-103.29468813746112
-104.72547254717598
-118.53770949520667
-104.79208028847414
-103.79930412462727
-102.90862032048281
-106.6059399494417
-107.7694895503937
-104.22738711671096
-103.64603141693709
-152.44441198208744
-101.7792576426696
-101.74373371008411
-100.30657299498904
-100.51061012366227
-105.00454282400074
-106.32932003758661
-104.76783249064721
-112.62842817998244
-106.09937642178933
-110.83760291905514
-103.11644964456434
-104.13477418878612
-106.24387257092259
-108.31049665280928
-104.79108251597732
-102.06609946496474
-99.8755416257369
-102.42001004226195
-113.09073201178015
-103.81545984018967
-104.20424812560157
-107.28446768881878
-115.49997619102213
-107.42165832338793
-131.64979683172515
-137.4137497126367
-134.6094529352722
-105.43177990151818
-140.64240435543968
-102.73587170684524
-100.62875159909453
-99.96288321388761
-121.87567324429627
-109.22990061635338
-101.31796829554625
-118.7202234226695
-108.83229550453089
-102.08251181590744
-130.912814309972
-120.22574093324691
-114.84532561068671
-104.02247512393879
-104.23449238195643
-108.14575412216844
-102.7997565600127
-115.70568724307914
-120.79870268250194
-129.29870133454227
-121.43151470713006
-124.05925588175779
-113.13391369625802
-124.28717038739163
-113.47678763507369
-116.37048573675193
-113.44492797108428
-113.69112830459264
-113.27527114709653
-114.17900697529068
-113.77493388915124
-113.18546884091198
-113.18780056419409
-114.53114456474222
-113.28119977712693
-112.66476761107519
-113.32747797603658
-113.02528907869198
-113.18483776739612
-114.24822994828038
-114.3250552952569
-113.21862231033978
-113.57688995958306
-118.74302745309596
-139.10548734115127
-133.38360817886084
-114.63109734552602
-113.65232209304781
-107.71967401906538
-107.13753984516921
-106.74695902537431
-106.58046401894651
-107.44592215111044
-103.925542949905
-101.7185704638511
-113.39488113992971
-98.20295076471506
-111.99560047641458
-101.33534169245014
-104.36930446618672
-163.36714974744982
-118.5885545264619
-114.67617685782724
-120.53333256068703
-116.85566003158627
-119.178374373092
-118.38219002107469
-113.70472428518347
-110.94741801467538
-113.74752041993167
-121.88663227225344
-114.25863238821987
-126.65649183889727
-118.8034622311207
-124.53021024138171
-116.58652861928071
-119.79225310540448
-122.81309140479068
-114.60448969693047
-116.2110565817058
-122.25745303993175
-121.50728155581653
-121.93344886241792
