SB3_SAC
-98.58017438557621
-102.26620670326737
-100.08668487324256
-114.5798238830908
-97.23427501220826
-101.41176077701958
-83.14886327700079
-76.90172548620278
-103.07629194669923
-104.0553702190984
-104.63025067018965
-96.89705845078701
-101.83213429266712
-99.82280829439871
-112.23477157928421
-97.21346179547037
-113.50015504911853
-100.20258338116793
-100.83855589967096
-97.7791719411829
-100.09952792493502
-71.35317662985621
-123.30497348235981
-86.25212500865186
-98.69844791021075
-109.85327532178846
-112.63069104638447
-122.0169446833767
-124.81031202357883
-103.56563959351554
-105.51005090676682
-112.81919826325277
-119.24969611294567
-98.36079356309772
-110.19557151969957
-102.85710796589095
-116.36914902795665
-102.10546969176269
-116.67790942734418
-98.11350125206013
-119.36262233117719
-120.19488505885812
-89.84665405671355
-110.8478522141166
-109.52391822075472
-147.24720037950513
-108.67873210976025
-142.18282272682777
-99.24220030562392
-111.91642262859891
-108.03170647352002
-113.47566640956825
-103.73900866499233
-128.6658316014732
-119.65445057854367
-117.98011778233014
-117.84534733498656
-120.12334481843375
-118.58783898888095
-121.52240917085794
-114.50385277692352
-95.2129084795857
-126.38064798502073
-117.13165897195289
-107.34918904171573
-98.65597050961046
-112.10235350664519
-104.92560531901383
-129.95682576074637
-104.02580312901611
-103.15337205668664
-85.76300139234847
-125.83572267329444
-92.4172125333808
-89.42816190187135
-91.05870081438191
-75.55344328659
-70.1157889243948
-73.88527572911981
-66.56045030861488
-69.20769887185786
-118.88521485211902
-149.0409194802151
-147.7130125201183
-156.53046864685356
-113.0862795524473
-101.17714321402708
-117.39627056331499
-102.72578095604418
-107.02101736740768
-99.30282982493063
-53.72195139958209
-84.97999708798777
-94.37307068445588
-88.13301981627689
-100.08216521723755
-60.72940029586859
-79.28082675215042
-44.68591975946787
-56.635778441541504
-48.269226983119474
-138.2917847600983
-134.20952794553153
-103.03098827831633
-44.31209725018779
-29.94126016531824
-111.7154863868542
-115.67448455896911
-114.21313139442975
-124.8362610252096
-112.08594671599317
-138.3151736679307
-115.91272018880893
-124.07709846184838
-73.23713294903808
-165.18471139467758
-96.34509298017497
-85.93621290081613
-83.86017597437275
-65.42442820043857
-67.68898935802095
-61.37172680479161
-11.046556852150056
-0.894071113552285
-83.0017471429811
-70.83132506762433
-111.65114449643663
-107.41101930448907
-111.12288095331633
-105.6900407118046
-112.3167401258933
-93.60996500356109
-114.48116384359449
-79.52257462353063
-103.19634891802569
-89.29639191338296
-92.02974138808064
-93.52975428722861
-91.54119920508066
-103.43534601835533
-101.50690700828346
-94.30440351289573
-69.87122303443155
-69.64161200191441
-35.72415530266121
-63.474623871162606
-43.13594215201464
100.74146252524565
