Step,Loss
1,0.0635964646935463
2,0.08676350116729736
3,0.11285166442394257
4,0.14288240671157837
5,0.17481833696365356
6,0.20327551662921906
7,0.22288398444652557
8,0.22872699797153473
9,0.22293533384799957
10,0.21147064864635468
11,0.1967393010854721
12,0.17824682593345642
13,0.1623007208108902
14,0.15149334073066711
15,0.14471624791622162
16,0.14146362245082855
17,0.14124399423599243
18,0.14403608441352844
19,0.1505674123764038
20,0.15696671605110168
21,0.1646631807088852
22,0.16980674862861633
23,0.17418520152568817
24,0.17312918603420258
25,0.16927438974380493
26,0.16296260058879852
27,0.1541893631219864
28,0.1455262303352356
29,0.13894081115722656
30,0.13580715656280518
31,0.13471907377243042
32,0.1340910643339157
33,0.1388542354106903
34,0.14378558099269867
35,0.14621107280254364
36,0.14519138634204865
37,0.14308421313762665
38,0.1396465301513672
39,0.13516637682914734
40,0.1284792423248291
41,0.12404970079660416
42,0.1255001723766327
43,0.12692615389823914
44,0.12920694053173065
45,0.13316379487514496
46,0.13814198970794678
47,0.1424911618232727
48,0.1884591281414032
49,0.2632339596748352
50,0.3347296714782715
51,0.43854379653930664
52,0.5171927809715271
53,0.5682336091995239
54,0.6448370814323425
55,0.698742151260376
56,0.7127567529678345
57,0.7657573819160461
58,0.7875198125839233
59,0.8094383478164673
60,0.8551748394966125
61,0.8877806663513184
62,0.9214202165603638
63,0.9457431435585022
64,0.9630838632583618
65,0.9761365056037903
66,0.9842507839202881
67,0.9888752698898315
68,0.9919165372848511
69,0.9946637749671936
70,0.9956631660461426
71,0.9969435334205627
72,0.9973853826522827
73,0.9981210231781006
74,0.9983494877815247
75,0.9983965754508972
76,0.9988925457000732
77,0.9988499283790588
78,0.9988662004470825
79,0.999001681804657
80,0.9989850521087646
81,0.9989793300628662
82,0.9988208413124084
83,0.9987460374832153
84,0.998378574848175
85,0.9987267255783081
86,0.9984461069107056
87,0.9980577230453491
88,0.997890830039978
89,0.997881293296814
90,0.9985355734825134
91,0.9972283244132996
92,0.9972750544548035
93,0.9970847368240356
94,0.9979361295700073
95,0.9959208369255066
96,0.996382474899292
97,0.9943835735321045
98,0.9963330030441284
99,0.9931505918502808
100,0.9929759502410889
101,0.9931257367134094
102,0.9925923347473145
103,0.9903556704521179
104,0.9918769598007202
105,0.98655104637146
106,0.9805153608322144
107,0.980048418045044
108,0.983251690864563
109,0.9668234586715698
110,0.9593696594238281
111,0.9486826062202454
112,0.9475149512290955
113,0.9430242776870728
114,0.9269123077392578
115,0.9073201417922974
116,0.9042264819145203
117,0.9146522879600525
118,0.9140260815620422
119,0.9116102457046509
120,0.9298510551452637
121,0.9350224733352661
122,0.9264920949935913
123,0.910939633846283
124,0.914773166179657
125,0.8934442400932312
126,0.8925215005874634
127,0.8775490522384644
128,0.883891761302948
129,0.8374848365783691
130,0.8531820774078369
131,0.8384590744972229
132,0.8361071944236755
133,0.8182535171508789
134,0.8761598467826843
135,0.8534941077232361
136,0.8920957446098328
137,0.9095465540885925
138,0.9086815118789673
139,0.924952507019043
140,0.9418206810951233
141,0.9351058602333069
142,0.960545003414154
143,0.95429527759552
144,0.9620771408081055
145,0.9710713624954224
146,0.9673669338226318
147,0.9747920036315918
148,0.9611585140228271
149,0.969933032989502
150,0.9755124449729919
151,0.9813827872276306
152,0.9807460308074951
153,0.980972409248352
154,0.9826072454452515
155,0.9892737865447998
156,0.9871980547904968
157,0.988819420337677
158,0.987598180770874
159,0.9891188144683838
160,0.9912629127502441
161,0.9869693517684937
162,0.991140604019165
163,0.9913188815116882
164,0.990351676940918
165,0.9857721328735352
166,0.9876319169998169
167,0.9858155846595764
168,0.9862771034240723
169,0.9796546101570129
170,0.9804468750953674
171,0.9808418154716492
172,0.9791083335876465
173,0.9774285554885864
174,0.9824658036231995
175,0.9853950142860413
176,0.9769425392150879
177,0.9812483787536621
178,0.9757784008979797
179,0.9811077117919922
180,0.978879451751709
181,0.9803882241249084
182,0.9792382121086121
183,0.9720000624656677
184,0.9732352495193481
185,0.9678523540496826
186,0.9704636335372925
187,0.9643862247467041
188,0.9735754728317261
189,0.9643520712852478
190,0.9587528109550476
191,0.9642641544342041
192,0.9605308175086975
193,0.9585713148117065
194,0.9475324153900146
195,0.9463363885879517
196,0.9505898952484131
197,0.9307913184165955
198,0.9192594885826111
199,0.9300713539123535
200,0.9246206283569336
201,0.9102669358253479
202,0.9086264371871948
203,0.9211428165435791
