Episode,Scores
1,-110.94190399492035
2,-102.4032912457964
3,-126.6539621873194
4,-115.61084081186976
5,-112.60813952304795
6,-119.86608832356768
7,-108.79074133802392
8,-84.05304731727209
9,-129.52088780665275
