Episode,Scores
155,-98.16346253334483
156,-98.32264788943901
157,-101.09244789516181
158,-98.94982816913289
159,-100.60874895110354
160,-97.86061503668937
161,-99.93995636506068
162,-101.23530928586548
163,-98.24278048165142
164,-98.11087984314126
165,-102.09231550007935
166,-99.49046429227727
167,-101.47838684661686
168,-98.64319046273206
169,-98.23310970564187
170,-102.48715891757794
171,-98.30414780465885
172,-99.98934761081946
173,-98.10972331251824
174,-102.30984825737154
175,-97.95782131894553
176,-98.46627645843104
177,-98.40828983358915
178,-98.42725915862371
179,-99.28312946971567
180,-98.51250352936052
181,-98.20784068988449
182,-102.52083407164986
183,-99.9332602622391
184,-98.82956873951666
185,-98.11538466403633
186,-98.4640548403884
187,-98.15180871115439
188,-98.00339861018335
189,-98.1663698124718
190,-100.86899776050139
191,-97.84517339526614
192,-98.83830278124164
193,-98.1927333039691
194,-98.12022156541795
195,-98.22444182803295
196,-98.13749438425215
197,-100.53336901262216
198,-98.30417957304232
199,-100.47637645562179
200,-98.48603649417994
201,-102.207700301374
202,-98.34848418907201
203,-98.14370510167815
204,-98.43690367450566
205,-98.0112168410731
206,-98.17984080068395
207,-100.88156013424694
208,-98.21474465323612
209,-97.99371975708814
210,-102.30638029436146
211,-98.12516721574342
212,-97.82182376320536
213,-100.68564627712283
214,-98.51555081523892
215,-101.06009427679392
216,-98.74838354667152
217,-98.565916468552
218,-98.24336912005519
219,-97.76635789686068
220,-98.2462531811744
221,-98.17399053160473
222,-98.12179873704662
223,-100.72473483036644
224,-97.88536584965637
225,-101.16494313778976
226,-98.0568981598448
227,-98.14755385662926
228,-98.06723571692407
229,-97.96771496850252
230,-98.20999054919183
231,-98.38135371400354
232,-99.89968940560581
233,-98.7984740917217
234,-99.32743062700331
235,-100.38424242287378
236,-98.82093754803141
237,-98.43817206585283
238,-97.93753578287487
239,-98.25868862223501
240,-99.19106547221541
241,-102.73017261051884
242,-98.40398550735041
243,-98.99922050087899
244,-103.1552597309829
245,-101.75213983474796
246,-97.90215316568067
247,-102.14216741373886
248,-102.3118624050195
249,-98.00937063911495
250,-99.26573355588131
251,-102.14329086735844
252,-99.83593483742017
253,-102.61644014015049
254,-98.42631710846226
255,-98.60366532008412
256,-98.25706918124979
257,-98.5233083436812
258,-99.35041316773308
259,-97.91577928249724
260,-98.09926223417247
261,-100.71260870818732
262,-97.99825004350953
263,-98.15527324875755
264,-98.49094672001898
265,-99.20614734561555
266,-98.06533856166527
267,-99.45538156578256
268,-103.7176206225399
269,-98.64334013195956
270,-98.63321177118209
271,-98.0087931714238
272,-99.46617003070004
273,-98.34846021903866
274,-97.69594101045281
275,-98.88007825474814
276,-100.4034364369462
277,-98.07078894034898
278,-98.21159473753224
279,-98.68304935877397
280,-98.61846075957766
281,-102.46365201856817
282,-98.15857477249453
283,-98.2991714221208
284,-102.36408795014646
285,-98.28149870742175
286,-100.77128971952882
287,-98.27730515644389
288,-98.77640126007609
289,-98.23342470239103
290,-101.15441656646132
291,-97.947309023479
292,-98.45520063340105
293,-98.32805977388782
294,-98.48015083640752
295,-98.28205997885142
296,-98.17622594291903
297,-101.35987765377637
298,-98.07042625100911
299,-98.14961281217634
300,-98.07384366107546
301,-100.01340224252269
302,-98.35508307069912
303,-98.29589182540401
304,-98.30818320369968
305,-100.01985139937636
306,-98.36953273128842
307,-100.37591858902759
308,-98.16500668216372
309,-98.77547743465254
310,-100.25447956861866
311,-98.10202737025233
312,-98.20770109574
313,-98.17704729412434
314,-98.719441373008
315,-97.8970921835086
316,-98.31338284548558
317,-98.56788326367922
318,-100.78899278921138
319,-101.96523539828262
320,-98.0742108640292
321,-102.11949672112738
322,-101.54332215417797
323,-97.72845204917155
324,-98.75731073969293
325,-98.07888623603122
326,-98.28711190465962
327,-98.15497450079583
328,-100.20865873126996
329,-98.57757115376431
330,-98.46309082742283
331,-98.08251913571792
332,-98.07916823659775
333,-98.38368096861802
334,-98.1365188978718
335,-98.59661626622515
336,-97.96703563560234
337,-98.80345436402969
338,-98.52421722484814
339,-97.98705927510869
340,-101.22389865532331
341,-98.24831538374039
342,-102.19365290573488
343,-98.3592248759456
344,-100.59178667143918
345,-97.943301531367
346,-98.66914415118904
347,-101.06027236996653
348,-98.39059230772033
349,-100.67331619656272
350,-98.07788155358905
351,-98.16907746386467
352,-98.22366282724154
353,-98.5297181615072
354,-97.99099709358998
355,-98.6447848024778
356,-99.07473575927317
357,-97.9743014069479
358,-98.2734540673364
359,-98.3871338148533
360,-98.07337253937001
361,-100.87514445219747
362,-98.04564166690409
363,-102.13390257761813
364,-100.64317079342095
365,-101.36196460025633
366,-98.75266396652349
367,-98.29932670187577
368,-98.28259690057362
369,-98.45495369237165
370,-98.35033360039753
371,-98.04641888595248
372,-101.68936767105758
373,-97.92504176802312
374,-97.86026588016563
375,-99.24910898277288
376,-98.00285014943717
377,-98.04247454999573
378,-97.80992563044963
379,-98.28727213143371
380,-98.14180583157265
381,-98.5713906326803
382,-98.9695977442873
383,-98.34680949507592
384,-98.29633046466299
385,-98.16146931450565
386,-100.2349292077745
387,-100.55796926847535
388,-98.21620743574388
389,-97.95901068324969
390,-97.9795836193096
391,-98.19219278115531
392,-98.4978843999058
393,-100.18561653745547
394,-98.5183774279654
395,-97.94694731095123
396,-100.63814185804439
397,-102.52477151082766
398,-98.2170103599218
399,-99.06653209177652
400,-101.08660534339461
401,-97.92816110544715
402,-101.29041482057733
403,-99.40214062063644
404,-99.31558523814753
405,-100.62361467043063
406,-98.35965769733923
407,-101.9519934170364
408,-98.51787238636614
409,-99.08107077648552
410,-99.88196344425529
411,-98.19923482330826
412,-101.34373160575205
413,-98.32592723190537
414,-98.1764560991327
415,-98.6983299006323
416,-98.32767669245973
417,-98.32118843969019
418,-99.98842854326777
419,-99.12358212419475
420,-63.76998999618239
421,-63.675735370382725
422,-62.16148519313279
423,-63.098500742858306
424,-63.171276877719976
425,-65.40018024747813
426,-64.05347213619386
427,-63.928398345826245
428,-62.52605055982809
429,-64.48564797950846
430,-64.9667990181023
431,-62.79673575602413
432,-63.9978068459834
433,-62.782398255690424
434,-63.373209389188155
435,-64.37623968900802
436,-64.85240899065755
437,-64.49302550796484
438,-63.362600194110826
439,-64.2786541784648
440,-64.58075605388107
441,-64.92636076217576
442,-65.35806547293622
443,-62.73615405798332
444,-64.14567975261566
445,-64.50414363386366
446,-63.280083423153926
447,-63.17383714111272
448,-64.34006793602047
449,-63.63490045360901
450,-64.27101617697002
451,-63.56984545818153
452,-63.34862923594934
453,-63.838739874256845
454,-63.5667882147798
455,-64.89869725558718
456,-64.37400537566101
457,-65.8675975574852
458,-99.9797133781078
459,-101.74950874718155
460,-65.30140903704364
461,-62.141520125663504
462,-63.58610618591071
