SB3_DDPG
-441.04497997775354
-402.3770502629169
-166.27195492340735
-173.53665232315913
-391.00586897689794
-159.2595340587666
-137.7505144894355
50.552159992957215
38.46821661632635
32.97296824576101
-28.223749832574473
-52.73714206350758
297.09557752208826
333.8849007005209
74.92259891962233
302.01632339936975
167.7116747029993
325.4794948325529
201.93116659819245
318.9138377117753
95.05354690971106
173.27334324527135
-84.48466769851048
178.6253010717503
137.46896248772177
246.02002661792554
276.24780952683
283.5455333610508
340.67395267719246
391.1696218654321
305.8005376107309
280.92693608015753
297.2250206143914
367.71227220396247
323.9651790008397
288.87116472867166
368.09879170585504
443.58711062712285
132.85684593839687
-151.72757453526188
-95.22454734949817
412.7334250884099
144.61518572035308
465.16023068239144
638.1069197591931
581.8682868764857
369.75296072731584
388.44143098509994
346.266526011635
-218.24316400412113
281.76107933340825
329.2861139012266
874.8251737276416
337.65888810699795
335.28848848825373
265.84998628189265
307.084769720029
433.57887055811443
371.3921150790488
855.9313958454336
413.61624345897366
553.8197494330093
332.2938487474079
587.4548412235475
561.5591026437503
623.1256345356592
437.1979981099104
406.97219945390617
468.2448658087656
880.3388275141798
775.059765609319
340.3815554688753
497.41060425939975
347.41441838721045
431.99644114130473
630.8404707614374
1084.3496734695775
642.9319889413318
644.6840011227799
690.6176711439875
220.10595976066634
949.247468192518
762.4659293720075
471.66681199320254
247.09855105893678
461.7126287248047
759.1608782151311
413.55349451038603
338.09654032022377
390.10174648215224
179.3650588264773
723.4098832625239
387.1586811518856
530.6547575074217
396.4674304576131
13.685354278139961
1230.7527076349413
1349.9902434693436
450.24112130240513
194.49753448767675
